"","Site","Name","Year","Date","Time","QC","Depth","Temp","DO","PctSat","Ecoli","Flag"
"1894","P160","2",2018,2018-06-03,NA,NA,NA,NA,9.82,106.2,3,FALSE
"1895","P170","2",2018,2018-06-03,NA,NA,NA,NA,10.44,110.9,13.4,FALSE
"1896","P200","2",2018,2018-06-03,NA,NA,NA,NA,9.39,100,2,FALSE
"1897","PI010","2",2018,2018-06-03,NA,NA,NA,NA,6.64,72,275.5,FALSE
"1898","PI020","2",2018,2018-06-03,NA,NA,NA,NA,9.35,97.5,272.3,FALSE
"1899","PL010","2",2018,2018-06-03,NA,NA,NA,NA,NA,NA,81.3,FALSE
"1900","PL020","2",2018,2018-06-03,NA,NA,NA,NA,NA,NA,240,FALSE
"1901","PL030","2",2018,2018-06-03,NA,NA,NA,NA,NA,NA,307.6,FALSE
"1902","PL040","2",2018,2018-06-03,NA,NA,NA,NA,7.7,84.9,866.4,FALSE
"1903","PL050","2",2018,2018-06-03,NA,NA,NA,NA,6.65,73.5,290.9,FALSE
"1904","SW010","2",2018,2018-06-03,NA,NA,NA,NA,8.09,89,72.2,FALSE
"1905","SW020","2",2018,2018-06-03,NA,NA,NA,NA,8.6,94,117.8,FALSE
"1906","SW030","2",2018,2018-06-03,NA,NA,NA,NA,8.73,94.3,78.9,FALSE
"1907","SW040","2",2018,2018-06-03,NA,NA,NA,NA,9.67,101.8,238.2,FALSE
"1908","TA010","2",2018,2018-06-03,NA,NA,NA,NA,7.72,82.2,613.1,FALSE
"1909","TA040","2",2018,2018-06-03,NA,NA,NA,NA,6.92,78.9,140,FALSE
"1910","OB020","3",2018,2018-06-16,"08:10:00","NA",NA,12.5,4.9,46.1,248.9,FALSE
"1911","BB010","3",2018,2018-06-17,NA,NA,NA,NA,9.29,89.1,108.1,FALSE
"1912","BL010","3",2018,2018-06-17,NA,NA,NA,NA,7.54,73.6,1203.31,FALSE
"1913","BL020","3",2018,2018-06-17,NA,NA,NA,NA,6.6,63,2419.6,FALSE
"1914","CW010","3",2018,2018-06-17,NA,NA,NA,NA,7.13,74.6,410.6,FALSE
"1915","CW020","3",2018,2018-06-17,NA,NA,NA,NA,7.08,71,387.3,FALSE
"1916","DB010","3",2018,2018-06-17,NA,NA,NA,NA,8.25,85.6,365.4,FALSE
"1917","DG010","3",2018,2018-06-17,NA,NA,NA,NA,6.24,62,142.1,FALSE
"1918","IN010","3",2018,2018-06-17,NA,NA,NA,NA,4.65,48.1,613.1,FALSE
"1919","L010","3",2018,2018-06-17,NA,NA,NA,NA,7.98,82.5,141.1,FALSE
"1920","L020","3",2018,2018-06-17,NA,NA,NA,NA,8.6,88.3,196.8,FALSE
"1921","L060","3",2018,2018-06-17,NA,NA,NA,NA,7.6,76.4,816.4,FALSE
"1922","M010","3",2018,2018-06-17,NA,NA,NA,NA,8.64,86.7,231,FALSE
"1923","M030","3",2018,2018-06-17,NA,NA,NA,NA,7.58,85.2,30.5,FALSE
"1924","OB010","3",2018,2018-06-17,NA,NA,NA,NA,4.48,43,435.2,FALSE
"1925","P020","3",2018,2018-06-17,NA,NA,NA,NA,8.31,91.3,47.9,FALSE
"1926","P030","3",2018,2018-06-17,NA,NA,NA,NA,8.77,95.9,60.5,FALSE
"1927","P050","3",2018,2018-06-17,NA,NA,NA,NA,8.78,96,547.5,FALSE
"1928","P060","3",2018,2018-06-17,NA,NA,NA,NA,8.92,97,48,FALSE
"1929","P065","3",2018,2018-06-17,NA,NA,NA,NA,8.31,91,325.5,FALSE
"1930","P089","3",2018,2018-06-17,NA,NA,NA,NA,8.51,93.3,44.1,FALSE
"1931","P110","3",2018,2018-06-17,NA,NA,NA,NA,8.74,96.5,178.9,FALSE
"1932","P135","3",2018,2018-06-17,NA,NA,NA,NA,8.3,91.5,38.8,FALSE
"1933","P150","3",2018,2018-06-17,NA,NA,NA,NA,8.22,88.9,13.1,FALSE
"1934","P160","3",2018,2018-06-17,NA,NA,NA,NA,8.86,97.2,11,FALSE
"1935","P170","3",2018,2018-06-17,NA,NA,NA,NA,8.84,96.9,14.5,FALSE
"1936","P200","3",2018,2018-06-17,NA,NA,NA,NA,8.65,94.2,16,FALSE
"1937","PI010","3",2018,2018-06-17,NA,NA,NA,NA,5.93,62.5,260.3,FALSE
"1938","PI020","3",2018,2018-06-17,NA,NA,NA,NA,8.84,88.4,248.1,FALSE
"1939","PL010","3",2018,2018-06-17,NA,NA,NA,NA,8.05,87.3,50.4,FALSE
"1940","PL020","3",2018,2018-06-17,NA,NA,NA,NA,9.8,99,135.4,FALSE
"1941","PL030","3",2018,2018-06-17,NA,NA,NA,NA,8.2,84,143.9,FALSE
"1942","PL040","3",2018,2018-06-17,NA,NA,NA,NA,7.51,78.9,365.4,FALSE
"1943","PL050","3",2018,2018-06-17,NA,NA,NA,NA,7.01,71.8,456.9,FALSE
"1944","SW010","3",2018,2018-06-17,NA,NA,NA,NA,6.08,66.8,238.2,FALSE
"1945","SW020","3",2018,2018-06-17,NA,NA,NA,NA,6.8,71.9,488.4,FALSE
"1946","SW030","3",2018,2018-06-17,NA,NA,NA,NA,7.38,76.6,148.3,FALSE
"1947","SW040","3",2018,2018-06-17,NA,NA,NA,NA,8.05,81.2,248.1,FALSE
"1948","TA010","3",2018,2018-06-17,NA,NA,NA,NA,8.34,83.3,290.9,FALSE
"1949","TA040","3",2018,2018-06-17,NA,NA,NA,NA,8.82,84.2,39.5,FALSE
"1950","BB010","4",2018,2018-07-01,NA,NA,NA,NA,8.41,92.2,435.2,FALSE
"1951","BL010","4",2018,2018-07-01,NA,NA,NA,NA,8.6,91.8,1046.24,FALSE
"1952","BL020","4",2018,2018-07-01,NA,NA,NA,NA,6.81,70.7,866.4,FALSE
"1953","CW010","4",2018,2018-07-01,NA,NA,NA,NA,8.3,88,1413.06,FALSE
"1954","CW020","4",2018,2018-07-01,NA,NA,NA,NA,8.2,89.4,816.4,FALSE
"1955","DB010","4",2018,2018-07-01,NA,NA,NA,NA,NA,NA,NA,FALSE
"1956","DG010","4",2018,2018-07-01,NA,NA,NA,NA,7.13,76,579.4,FALSE
"1957","IN010","4",2018,2018-07-01,NA,NA,NA,NA,5.38,60.1,866.4,FALSE
"1958","L010","4",2018,2018-07-01,NA,NA,NA,NA,8.12,87.8,770.1,FALSE
"1959","L020","4",2018,2018-07-01,NA,NA,NA,NA,7.7,82.3,1119.85,FALSE
"1960","L060","4",2018,2018-07-01,NA,NA,NA,NA,8.23,88.7,1299.65,FALSE
"1961","M010","4",2018,2018-07-01,NA,NA,NA,NA,7.93,86.1,410.6,FALSE
"1962","M030","4",2018,2018-07-01,NA,NA,NA,NA,7.31,85.5,49.6,FALSE
"1963","OB020","4",2018,2018-07-01,NA,NA,NA,NA,NA,NA,224.7,FALSE
"1964","P020","4",2018,2018-07-01,NA,NA,NA,NA,NA,NA,866.4,FALSE
"1965","P030","4",2018,2018-07-01,NA,NA,NA,NA,8.54,95.8,648.8,FALSE
"1966","P050","4",2018,2018-07-01,NA,NA,NA,NA,8.46,94.9,1119.85,FALSE
"1967","P060","4",2018,2018-07-01,NA,NA,NA,NA,8.69,98.3,920.8,FALSE
"1968","P065","4",2018,2018-07-01,NA,NA,NA,NA,7.95,90.2,980.4,FALSE
"1969","P089","4",2018,2018-07-01,NA,NA,NA,NA,7.93,86.7,1119.85,FALSE
"1970","P110","4",2018,2018-07-01,NA,NA,NA,NA,8.37,85.5,1986.28,FALSE
"1971","P135","4",2018,2018-07-01,NA,NA,NA,NA,7.5,85.5,980.4,FALSE
"1972","P150","4",2018,2018-07-01,NA,NA,NA,NA,7.27,83,52.9,FALSE
"1973","P200","4",2018,2018-07-01,NA,NA,NA,NA,8.8,99.8,10.2,FALSE
"1974","PI010","4",2018,2018-07-01,NA,NA,NA,NA,NA,NA,1413.06,FALSE
"1975","PI020","4",2018,2018-07-01,NA,NA,NA,NA,NA,NA,920.8,FALSE
"1976","PL010","4",2018,2018-07-01,NA,NA,NA,NA,7.94,86.8,2419.2,FALSE
"1977","PL020","4",2018,2018-07-01,NA,NA,NA,NA,8.23,90.2,1986.28,FALSE
"1978","PL030","4",2018,2018-07-01,NA,NA,NA,NA,8.24,90.5,1986.28,FALSE
"1979","PL040","4",2018,2018-07-01,NA,NA,NA,NA,NA,NA,NA,FALSE
"1980","PL050","4",2018,2018-07-01,NA,NA,NA,NA,6.72,72.7,648.8,FALSE
"1981","SW010","4",2018,2018-07-01,NA,NA,NA,NA,8.13,87.7,1299.65,FALSE
"1982","SW020","4",2018,2018-07-01,NA,NA,NA,NA,8.88,91.4,1553.07,FALSE
"1983","SW030","4",2018,2018-07-01,NA,NA,NA,NA,8.02,85.4,1553.07,FALSE
"1984","SW040","4",2018,2018-07-01,NA,NA,NA,NA,8.7,92.3,1046.24,FALSE
"1985","TA010","4",2018,2018-07-01,NA,NA,NA,NA,7.96,84.6,290.9,FALSE
"1986","TA040","4",2018,2018-07-01,NA,NA,NA,NA,8.9,91.6,290.9,FALSE
"1987","BB010","5",2018,2018-07-14,"08:35:00","NA",NA,15.9,9.12,91.5,155.3,FALSE
"1988","M010","5",2018,2018-07-14,"07:34:00","NA",NA,18.6,8.32,88.4,435.2,FALSE
"1989","BL010","5",2018,2018-07-15,NA,NA,NA,NA,6.64,72.2,187.2,FALSE
"1990","BL020","5",2018,2018-07-15,NA,NA,NA,NA,2.38,24.8,648.8,FALSE
"1991","CW010","5",2018,2018-07-15,NA,NA,NA,NA,6.03,66,325.5,FALSE
"1992","CW020","5",2018,2018-07-15,NA,NA,NA,NA,6.63,70.4,224.7,FALSE
"1993","DB010","5",2018,2018-07-15,NA,NA,NA,NA,7.89,86.7,75.4,FALSE
"1994","DG010","5",2018,2018-07-15,NA,NA,NA,NA,5.7,59.4,90.7,FALSE
"1995","IN010","5",2018,2018-07-15,NA,NA,NA,NA,4.7,56.4,80.9,FALSE
"1996","L010","5",2018,2018-07-15,NA,NA,NA,NA,7.13,79.2,70.6,FALSE
"1997","L020","5",2018,2018-07-15,NA,NA,NA,NA,8.8,96.8,83.3,FALSE
"1998","L060","5",2018,2018-07-15,NA,NA,NA,NA,NA,NA,727,FALSE
"1999","M030","5",2018,2018-07-15,NA,NA,NA,NA,7.26,86.1,62,FALSE
"2000","OB010","5",2018,2018-07-15,NA,NA,NA,NA,2.49,25.4,116.2,FALSE
"2001","OB020","5",2018,2018-07-15,NA,NA,NA,NA,0.5,5.3,101.4,FALSE
"2002","P020","5",2018,2018-07-15,NA,NA,NA,NA,7.07,84.6,41.9,FALSE
"2003","P030","5",2018,2018-07-15,NA,NA,NA,NA,7.43,88.3,51.2,FALSE
"2004","P050","5",2018,2018-07-15,NA,NA,NA,NA,7.53,90.9,31.7,FALSE
"2005","P060","5",2018,2018-07-15,NA,NA,NA,NA,7.79,94.2,40.8,FALSE
"2006","P065","5",2018,2018-07-15,NA,NA,NA,NA,7.08,85.4,43.5,FALSE
"2007","P089","5",2018,2018-07-15,NA,NA,NA,NA,7.39,88,98.8,FALSE
"2008","P110","5",2018,2018-07-15,NA,NA,NA,NA,7.56,90.6,35.9,FALSE
"2009","P135","5",2018,2018-07-15,NA,NA,NA,NA,7.48,89.5,6.3,FALSE
"2010","P150","5",2018,2018-07-15,NA,NA,NA,NA,7.11,83.4,8.6,FALSE
"2011","P160","5",2018,2018-07-15,NA,NA,NA,NA,7.65,93.6,9.8,FALSE
"2012","P170","5",2018,2018-07-15,NA,NA,NA,NA,7.58,91.4,4.1,FALSE
"2013","P200","5",2018,2018-07-15,NA,NA,NA,NA,7.45,86.9,5.2,FALSE
"2014","PI010","5",2018,2018-07-15,NA,NA,NA,NA,5.61,62.9,461.1,FALSE
"2015","PI020","5",2018,2018-07-15,NA,NA,NA,NA,8.2,85.2,191.8,FALSE
"2016","PL010","5",2018,2018-07-15,NA,NA,NA,NA,6.83,78.2,34.5,FALSE
"2017","PL020","5",2018,2018-07-15,NA,NA,NA,NA,8.34,89.3,84.2,FALSE
"2018","PL030","5",2018,2018-07-15,NA,NA,NA,NA,8.03,85.9,129.1,FALSE
"2019","PL040","5",2018,2018-07-15,NA,NA,NA,NA,7.37,81.8,85.7,FALSE
"2020","PL050","5",2018,2018-07-15,NA,NA,NA,NA,6.95,74.6,365.4,FALSE
"2021","SW010","5",2018,2018-07-15,NA,NA,NA,NA,5.57,63.8,79.4,FALSE
"2022","SW020","5",2018,2018-07-15,NA,NA,NA,NA,6.56,74.6,387.3,FALSE
"2023","SW030","5",2018,2018-07-15,NA,NA,NA,NA,6.43,71.4,248.1,FALSE
"2024","SW040","5",2018,2018-07-15,NA,NA,NA,NA,NA,NA,261.3,FALSE
"2025","TA010","5",2018,2018-07-15,NA,NA,NA,NA,8.05,83.6,166.9,FALSE
"2026","TA040","5",2018,2018-07-15,NA,NA,NA,NA,8.25,82.2,325.5,FALSE
"2027","BB010","6",2018,2018-07-29,NA,NA,NA,NA,8.08,87.7,2419.6,FALSE
"2028","BL010","6",2018,2018-07-29,NA,NA,NA,NA,7.51,86.5,920.8,FALSE
"2029","BL020","6",2018,2018-07-29,NA,NA,NA,NA,6.42,70.5,2419.6,FALSE
"2030","CW010","6",2018,2018-07-29,NA,NA,NA,NA,6.01,70.8,2419.6,FALSE
"2031","CW020","6",2018,2018-07-29,NA,NA,NA,NA,17.8,80.8,1553.1,FALSE
"2032","DB010","6",2018,2018-07-29,NA,NA,NA,NA,7.87,89.4,2419.6,FALSE
"2033","IN010","6",2018,2018-07-29,NA,NA,NA,NA,5.15,59.9,686.7,FALSE
"2034","L010","6",2018,2018-07-29,NA,NA,NA,NA,7.18,82.2,866.4,FALSE
"2035","L060","6",2018,2018-07-29,NA,NA,NA,NA,7.09,79,1553.1,FALSE
"2036","M010","6",2018,2018-07-29,NA,NA,NA,NA,7.49,84.2,2419.6,FALSE
"2037","OB010","6",2018,2018-07-29,NA,NA,NA,NA,1.35,14.6,1413.6,FALSE
"2038","P020","6",2018,2018-07-29,NA,NA,NA,NA,7.27,87.6,365.4,FALSE
"2039","P030","6",2018,2018-07-29,NA,NA,NA,NA,7.47,90.2,344.8,FALSE
"2040","P050","6",2018,2018-07-29,NA,NA,NA,NA,7.74,93.7,156.5,FALSE
"2041","P060","6",2018,2018-07-29,NA,NA,NA,NA,8.13,98,122.3,FALSE
"2042","P065","6",2018,2018-07-29,NA,NA,NA,NA,7.31,88,178.9,FALSE
"2043","P089","6",2018,2018-07-29,NA,NA,NA,NA,7.01,84.7,73.8,FALSE
"2044","P110","6",2018,2018-07-29,NA,NA,NA,NA,7.33,90.1,70.3,FALSE
"2045","P135","6",2018,2018-07-29,NA,NA,NA,NA,7.1,86.4,214.3,FALSE
"2046","P150","6",2018,2018-07-29,NA,NA,NA,NA,6.93,82.5,42.6,FALSE
"2047","P160","6",2018,2018-07-29,NA,NA,NA,NA,7.23,88,770.1,FALSE
"2048","P170","6",2018,2018-07-29,NA,NA,NA,NA,7.36,89.5,56.3,FALSE
"2049","P200","6",2018,2018-07-29,NA,NA,NA,NA,7.72,93.3,648.8,FALSE
"2050","PI010","6",2018,2018-07-29,NA,NA,NA,NA,6.33,72.5,1119.9,FALSE
"2051","PI020","6",2018,2018-07-29,NA,NA,NA,NA,8.05,90,980.4,FALSE
"2052","PL010","6",2018,2018-07-29,NA,NA,NA,NA,7.02,80.3,866.4,FALSE
"2053","PL020","6",2018,2018-07-29,NA,NA,NA,NA,7.89,88.8,2419.6,FALSE
"2054","PL030","6",2018,2018-07-29,NA,NA,NA,NA,7.6,85.7,2419.6,FALSE
"2055","PL040","6",2018,2018-07-29,NA,NA,NA,NA,7.84,88.3,2419.6,FALSE
"2056","PL050","6",2018,2018-07-29,NA,NA,NA,NA,5.14,58.4,2419.6,FALSE
"2057","SW010","6",2018,2018-07-29,NA,NA,NA,NA,6.8,78.1,1119.9,FALSE
"2058","SW020","6",2018,2018-07-29,NA,NA,NA,NA,7.6,86.5,1986.3,FALSE
"2059","SW030","6",2018,2018-07-29,NA,NA,NA,NA,6.81,76.4,1986.3,FALSE
"2060","SW040","6",2018,2018-07-29,NA,NA,NA,NA,7.52,84.2,1119.9,FALSE
"2061","TA010","6",2018,2018-07-29,NA,NA,NA,NA,7.13,80.5,579.4,FALSE
"2062","TA040","6",2018,2018-07-29,NA,NA,NA,NA,8.05,88.4,488.4,FALSE
"2063","CW020","7",2018,2018-08-11,"07:30:00","NA",NA,19.8,6.32,69.3,488.4,FALSE
"2064","BL010","7",2018,2018-08-12,NA,NA,NA,NA,7.36,77.3,228.2,FALSE
"2065","BL020","7",2018,2018-08-12,NA,NA,NA,NA,4.19,43.3,228.2,FALSE
"2066","CW010","7",2018,2018-08-12,NA,NA,NA,NA,5.53,61.9,165.8,FALSE
"2067","DG010","7",2018,2018-08-12,NA,NA,NA,NA,4.9,53.36,235.9,FALSE
"2068","IN010","7",2018,2018-08-12,NA,NA,NA,NA,3.42,38,140.1,FALSE
"2069","L010","7",2018,2018-08-12,NA,NA,NA,NA,6.58,75,259.5,FALSE
"2070","L020","7",2018,2018-08-12,NA,NA,NA,NA,7.9,88.6,139.6,FALSE
"2071","L060","7",2018,2018-08-12,NA,NA,NA,NA,6.73,73,517.2,FALSE
"2072","M010","7",2018,2018-08-12,NA,NA,NA,NA,7.58,82.1,770.1,FALSE
"2073","M030","7",2018,2018-08-12,NA,NA,NA,NA,7.19,79.3,10.9,FALSE
"2074","OB010","7",2018,2018-08-12,NA,NA,NA,NA,0.91,9.4,81.6,FALSE
"2075","P020","7",2018,2018-08-12,NA,NA,NA,NA,6.75,83,54.8,FALSE
"2076","P030","7",2018,2018-08-12,NA,NA,NA,NA,7.19,88.8,39.7,FALSE
"2077","P050","7",2018,2018-08-12,NA,NA,NA,NA,7.31,91.5,47.3,FALSE
"2078","P060","7",2018,2018-08-12,NA,NA,NA,NA,7.59,95.5,32.3,FALSE
"2079","P065","7",2018,2018-08-12,NA,NA,NA,NA,7.04,88.7,45,FALSE
"2080","P089","7",2018,2018-08-12,NA,NA,NA,NA,6.91,85.8,33.6,FALSE
"2081","P110","7",2018,2018-08-12,NA,NA,NA,NA,7.23,90.7,43.2,FALSE
"2082","P160","7",2018,2018-08-12,NA,NA,NA,NA,6.5,82.1,17.3,FALSE
"2083","P170","7",2018,2018-08-12,NA,NA,NA,NA,6.9,86.8,19.9,FALSE
"2084","PI010","7",2018,2018-08-12,NA,NA,NA,NA,8.75,99.2,344.8,FALSE
"2085","PI020","7",2018,2018-08-12,NA,NA,NA,NA,8.15,87.2,488.4,FALSE
"2086","PL020","7",2018,2018-08-12,NA,NA,NA,NA,7.75,86.2,290.9,FALSE
"2087","PL030","7",2018,2018-08-12,NA,NA,NA,NA,7.63,85.6,261.3,FALSE
"2088","SW010","7",2018,2018-08-12,NA,NA,NA,NA,4.89,57.7,261.3,FALSE
"2089","SW020","7",2018,2018-08-12,NA,NA,NA,NA,6.43,74.9,365.4,FALSE
"2090","SW030","7",2018,2018-08-12,NA,NA,NA,NA,6.65,76.4,290.9,FALSE
"2091","SW040","7",2018,2018-08-12,NA,NA,NA,NA,7.46,82.2,275.5,FALSE
"2092","TA010","7",2018,2018-08-12,NA,NA,NA,NA,7.86,82,153.9,FALSE
"2093","TA040","7",2018,2018-08-12,NA,NA,NA,NA,7.94,80.6,70,FALSE
"2094","PI010","8",2018,2018-08-25,"07:40:00","NA",NA,18,6.93,73.2,224.7,FALSE
"2095","BB010","8",2018,2018-08-26,NA,NA,NA,NA,8.83,89.4,112.6,FALSE
"2096","BL010","8",2018,2018-08-26,NA,NA,NA,NA,8.13,82.5,218.7,FALSE
"2097","BL020","8",2018,2018-08-26,NA,NA,NA,NA,5.58,55.7,307.6,FALSE
"2098","CW010","8",2018,2018-08-26,NA,NA,NA,NA,7.82,81,387.3,FALSE
"2099","CW020","8",2018,2018-08-26,NA,NA,NA,NA,7.66,78.5,727,FALSE
"2100","DB010","8",2018,2018-08-26,NA,NA,NA,NA,8.96,95.6,137.4,FALSE
"2101","DG010","8",2018,2018-08-26,NA,NA,NA,NA,8.43,88.6,435.2,FALSE
"2102","IN010","8",2018,2018-08-26,NA,NA,NA,NA,4.35,45.7,161.6,FALSE
"2103","L010","8",2018,2018-08-26,NA,NA,NA,NA,8.11,85.2,261.3,FALSE
"2104","L020","8",2018,2018-08-26,NA,NA,NA,NA,8.43,88.6,214.3,FALSE
"2105","L060","8",2018,2018-08-26,NA,NA,NA,NA,7.41,76.4,547.5,FALSE
"2106","M010","8",2018,2018-08-26,NA,NA,NA,NA,8.16,84.1,365.4,FALSE
"2107","M030","8",2018,2018-08-26,NA,NA,NA,NA,7.37,84,26.9,FALSE
"2108","OB010","8",2018,2018-08-26,NA,NA,NA,NA,2.46,24.5,125,FALSE
"2109","P020","8",2018,2018-08-26,NA,NA,NA,NA,7.85,91.1,63.1,FALSE
"2110","P030","8",2018,2018-08-26,NA,NA,NA,NA,7.85,90.8,117.8,FALSE
"2111","P050","8",2018,2018-08-26,NA,NA,NA,NA,7.95,93.1,83.9,FALSE
"2112","P060","8",2018,2018-08-26,NA,NA,NA,NA,7.73,91.1,114.5,FALSE
"2113","P065","8",2018,2018-08-26,NA,NA,NA,NA,7.73,91.1,88.2,FALSE
"2114","P089","8",2018,2018-08-26,NA,NA,NA,NA,7.59,89,31.8,FALSE
"2115","P110","8",2018,2018-08-26,NA,NA,NA,NA,8.09,95,38,FALSE
"2116","P135","8",2018,2018-08-26,NA,NA,NA,NA,7,82.4,48.8,FALSE
"2117","P150","8",2018,2018-08-26,NA,NA,NA,NA,7.13,82.6,8,FALSE
"2118","P160","8",2018,2018-08-26,NA,NA,NA,NA,7.57,89.7,8,FALSE
"2119","P170","8",2018,2018-08-26,NA,NA,NA,NA,7.62,90.5,7.1,FALSE
"2120","P200","8",2018,2018-08-26,NA,NA,NA,NA,8,93.2,11,FALSE
"2121","PI020","8",2018,2018-08-26,NA,NA,NA,NA,8.92,91.2,816.4,FALSE
"2122","PL010","8",2018,2018-08-26,NA,NA,NA,NA,7.65,83.1,108.1,FALSE
"2123","PL020","8",2018,2018-08-26,NA,NA,NA,NA,8.7,91.7,209.8,FALSE
"2124","PL030","8",2018,2018-08-26,NA,NA,NA,NA,8.45,89.6,260.3,FALSE
"2125","PL040","8",2018,2018-08-26,NA,NA,NA,NA,8.92,94.4,121,FALSE
"2126","PL050","8",2018,2018-08-26,NA,NA,NA,NA,7.72,81.1,410.6,FALSE
"2127","SW010","8",2018,2018-08-26,NA,NA,NA,NA,5.91,64.2,214.2,FALSE
"2128","SW020","8",2018,2018-08-26,NA,NA,NA,NA,6.89,74.1,579.4,FALSE
"2129","SW030","8",2018,2018-08-26,NA,NA,NA,NA,7.35,79.3,920.8,FALSE
"2130","SW040","8",2018,2018-08-26,NA,NA,NA,NA,7.59,79.8,613.1,FALSE
"2131","TA010","8",2018,2018-08-26,NA,NA,NA,NA,8.43,87.2,307.6,FALSE
"2132","TA040","8",2018,2018-08-26,NA,NA,NA,NA,8.83,88.2,145,FALSE
"2133","BB010","9",2018,2018-09-09,NA,NA,NA,NA,7.92,79.4,83.1,FALSE
"2134","BL010","9",2018,2018-09-09,NA,NA,NA,NA,6.81,68.4,344.8,FALSE
"2135","BL020","9",2018,2018-09-09,NA,NA,NA,NA,5.06,50.3,218.7,FALSE
"2136","CW010","9",2018,2018-09-09,NA,NA,NA,NA,4.93,52.3,69.7,FALSE
"2137","CW020","9",2018,2018-09-09,NA,NA,NA,NA,6.11,64.3,378.4,FALSE
"2138","DG010","9",2018,2018-09-09,NA,NA,NA,NA,4.9,51,261.3,FALSE
"2139","L010","9",2018,2018-09-09,NA,NA,NA,NA,7.18,77.1,249.5,FALSE
"2140","L020","9",2018,2018-09-09,NA,NA,NA,NA,7.68,80.2,272.3,FALSE
"2141","L060","9",2018,2018-09-09,NA,NA,NA,NA,7.19,74,200.5,FALSE
"2142","M010","9",2018,2018-09-09,NA,NA,NA,NA,6.65,68.4,200.5,FALSE
"2143","M030","9",2018,2018-09-09,NA,NA,NA,NA,6.05,67.7,40.6,FALSE
"2144","P020","9",2018,2018-09-09,NA,NA,NA,NA,7.51,88.7,45.3,FALSE
"2145","P030","9",2018,2018-09-09,NA,NA,NA,NA,7.32,86.1,36.4,FALSE
"2146","P050","9",2018,2018-09-09,NA,NA,NA,NA,7.55,89.5,60.9,FALSE
"2147","P060","9",2018,2018-09-09,NA,NA,NA,NA,7.8,92.3,44.1,FALSE
"2148","P065","9",2018,2018-09-09,NA,NA,NA,NA,6.9,80.8,1553.1,FALSE
"2149","P089","9",2018,2018-09-09,NA,NA,NA,NA,7.76,92,48.7,FALSE
"2150","P110","9",2018,2018-09-09,NA,NA,NA,NA,7.92,94.2,27.5,FALSE
"2151","P135","9",2018,2018-09-09,NA,NA,NA,NA,7.2,85,16,FALSE
"2152","P150","9",2018,2018-09-09,NA,NA,NA,NA,7.5,90.4,15.8,FALSE
"2153","P160","9",2018,2018-09-09,NA,NA,NA,NA,6.78,81,18.5,FALSE
"2154","P170","9",2018,2018-09-09,NA,NA,NA,NA,7.01,83.7,53.8,FALSE
"2155","P200","9",2018,2018-09-09,NA,NA,NA,NA,7.53,87.7,3.1,FALSE
"2156","PI010","9",2018,2018-09-09,NA,NA,NA,NA,6.19,66.7,200.5,FALSE
"2157","PI020","9",2018,2018-09-09,NA,NA,NA,NA,8.5,87.5,200.5,FALSE
"2158","PL010","9",2018,2018-09-09,NA,NA,NA,NA,6.81,75.6,38.9,FALSE
"2159","PL020","9",2018,2018-09-09,NA,NA,NA,NA,8.73,91.5,200.5,FALSE
"2160","PL030","9",2018,2018-09-09,NA,NA,NA,NA,8.62,90.6,94.5,FALSE
"2161","SW010","9",2018,2018-09-09,NA,NA,NA,NA,5.11,57,435.2,FALSE
"2162","SW020","9",2018,2018-09-09,NA,NA,NA,NA,6.85,74.9,325.5,FALSE
"2163","SW030","9",2018,2018-09-09,NA,NA,NA,NA,7.17,76.7,167,FALSE
"2164","SW040","9",2018,2018-09-09,NA,NA,NA,NA,7.29,86.7,200.5,FALSE
"2165","TA010","9",2018,2018-09-09,NA,NA,NA,NA,7.78,80,686.7,FALSE
"2166","TA040","9",2018,2018-09-09,NA,NA,NA,NA,8.37,84.9,248.9,FALSE
"2167","BB010","10",2018,2018-09-23,NA,NA,NA,NA,8.59,86.1,275.5,FALSE
"2168","BL010","10",2018,2018-09-23,NA,NA,NA,NA,7.51,76,185,FALSE
"2169","BL020","10",2018,2018-09-23,NA,NA,NA,NA,6.3,63.9,1413.6,FALSE
"2170","CW010","10",2018,2018-09-23,NA,NA,NA,NA,6.91,70,248.9,FALSE
"2171","CW020","10",2018,2018-09-23,NA,NA,NA,NA,7.75,78,686.7,FALSE
"2172","DB010","10",2018,2018-09-23,NA,NA,NA,NA,9.23,93.3,57.3,FALSE
"2173","L010","10",2018,2018-09-23,NA,NA,NA,NA,8.62,87.1,88.4,FALSE
"2174","L060","10",2018,2018-09-23,NA,NA,NA,NA,8.78,88.1,238.2,FALSE
"2175","M010","10",2018,2018-09-23,NA,NA,NA,NA,8.23,82.5,547.5,FALSE
"2176","M030","10",2018,2018-09-23,NA,NA,NA,NA,6.46,69.9,25.9,FALSE
"2177","P020","10",2018,2018-09-23,NA,NA,NA,NA,8.13,89.7,42.8,FALSE
"2178","P030","10",2018,2018-09-23,NA,NA,NA,NA,8.15,90.5,26.9,FALSE
"2179","P060","10",2018,2018-09-23,NA,NA,NA,NA,8.41,93.5,47.1,FALSE
"2180","P089","10",2018,2018-09-23,NA,NA,NA,NA,8.34,91.8,33.6,FALSE
"2181","P110","10",2018,2018-09-23,NA,NA,NA,NA,8.63,95.8,60.5,FALSE
"2182","P135","10",2018,2018-09-23,NA,NA,NA,NA,7.78,88.8,13.5,FALSE
