"","Site","Name","Year","Date","Time","QC","Depth","Temp","DO","PctSat","Ecoli","Flag"
"466","M030","MILL BROOK - RML63 - VRMP",2011,2011-06-18,"07:15:00","NA",NA,NA,NA,NA,35,FALSE
"467","N010","NASON BROOK - RNS11 - VRMP",2011,2011-06-18,"06:02:00","NA",NA,NA,6.5,NA,178.2,FALSE
"468","OB010","OTTER BROOK - ROT06 - VRMP",2011,2011-06-18,"05:08:00","NA",NA,NA,2.8,NA,66.3,FALSE
"469","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-06-18,"06:30:00","NA",NA,NA,NA,NA,81.3,FALSE
"470","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-06-18,"06:30:00","NA",0,18.2,8.8,93.4,NA,FALSE
"471","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-06-18,"06:30:00","NA",1,18.1,8.8,93.7,NA,FALSE
"472","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-06-18,"06:30:00","NA",2,18.1,8.85,93.6,NA,FALSE
"473","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-06-18,"06:30:00","NA",3,18.1,8.75,92,NA,FALSE
"474","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-06-18,"06:45:00","NA",NA,NA,NA,NA,90.9,FALSE
"475","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-06-18,"06:45:00","NA",0,18.2,8.6,91.8,NA,FALSE
"476","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-06-18,"06:45:00","NA",1,18.2,8.67,91,NA,FALSE
"477","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-06-18,"06:45:00","NA",2,18.2,8.57,91.7,NA,FALSE
"478","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-06-18,"06:45:00","NA",3,18.2,8.65,92.3,NA,FALSE
"479","P110","PRESUMPSCOT RIVER - R133 - VRMP",2011,2011-06-18,"07:04:00","NA",NA,17.4,9.39,97.9,39.9,FALSE
"480","P135","PRESUMPSCOT RIVER - R157 - VRMP",2011,2011-06-18,"06:17:00","NA",NA,NA,7,NA,8.6,FALSE
"481","P150","PRESUMPSCOT RIVER - R166 - VRMP",2011,2011-06-18,"06:45:00","NA",NA,17.7,9.36,98.1,7.4,FALSE
"482","P160","PRESUMPSCOT RIVER - R195 - VRMP",2011,2011-06-18,"06:10:00","NA",NA,17.8,9.75,102.5,8.5,FALSE
"483","P170","PRESUMPSCOT RIVER - R202 - VRMP",2011,2011-06-18,"05:48:00","NA",NA,17.8,9.9,104.1,4.1,FALSE
"484","P170","PRESUMPSCOT RIVER - R202 - VRMP",2011,2011-06-18,"05:48:00","D",NA,17.8,9.9,104.1,3.1,FALSE
"485","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2011,2011-06-18,"07:25:00","NA",NA,NA,5.9,NA,113.7,FALSE
"486","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2011,2011-06-18,"07:45:00","NA",NA,NA,7.9,NA,93.2,FALSE
"487","PL010","PLEASANT RIVER - RPL06 - VRMP",2011,2011-06-18,"07:55:00","NA",NA,18.5,8.23,85,68.9,FALSE
"488","PL040","PLEASANT RIVER - RPL47 - VRMP",2011,2011-06-18,"05:25:00","NA",NA,NA,6.2,NA,307.6,FALSE
"489","BB010","BAKER BROOK - RPLBK17 - VRMP",2011,2011-07-02,"06:45:00","NA",NA,14,5.6,54.34,43.5,FALSE
"490","BL010","BLACK BROOK- RBK05 -VRMP",2011,2011-07-02,"07:10:00","NA",NA,15,6.4,63.47,38.2,FALSE
"491","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2011,2011-07-02,"08:15:00","NA",NA,NA,5,NA,248.9,FALSE
"492","CW020","COLLEY WRIGHT BROOK - RCW28 - VRMP",2011,2011-07-02,"07:20:00","NA",NA,NA,6.1,NA,238.2,FALSE
"493","DG010","DOUGLAS BROOK - RLTNBDG20 - VRMP",2011,2011-07-02,"07:15:00","NA",NA,NA,5.6,NA,218.7,FALSE
"494","IN010","INKHORN BROOK - RIK05 - VRMP",2011,2011-07-02,"08:00:00","NA",NA,NA,3.5,NA,146.7,FALSE
"495","L010","LITTLE RIVER - RLT08 - VRMP",2011,2011-07-02,"07:30:00","NA",NA,NA,5.9,NA,142.1,FALSE
"496","L020","LITTLE RIVER - RLT15 - VRMP",2011,2011-07-02,"07:40:00","NA",NA,NA,6.2,NA,131.7,FALSE
"497","L050","LITTLE RIVER-RLT89-VRMP",2011,2011-07-02,"07:55:00","NA",NA,17.1,7.16,75.3,122.5,FALSE
"498","M010","MILL BROOK - RML01 - VRMP",2011,2011-07-02,"07:20:00","NA",NA,17.9,8.1,86,2419.6,TRUE
"499","M030","MILL BROOK - RML63 - VRMP",2011,2011-07-02,"06:50:00","NA",NA,NA,6.8,NA,137.6,FALSE
"500","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-07-02,"06:30:00","NA",NA,NA,NA,NA,547.5,FALSE
"501","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-07-02,"06:30:00","NA",0,21.2,7.5,85.3,NA,FALSE
"502","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-07-02,"06:30:00","NA",1,21.3,7.5,85.3,NA,FALSE
"503","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-07-02,"06:30:00","NA",2,21.3,7.5,85.4,NA,FALSE
"504","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-07-02,"06:55:00","NA",NA,NA,NA,NA,613.1,FALSE
"505","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-07-02,"06:55:00","NA",0,21.2,7.9,89.4,NA,FALSE
"506","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-07-02,"06:55:00","NA",1,21.2,7.9,89.1,NA,FALSE
"507","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-07-02,"06:55:00","NA",2,21.2,7.9,89,NA,FALSE
"508","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-07-02,"06:55:00","NA",3,21.2,7.9,89.2,NA,FALSE
"509","P110","PRESUMPSCOT RIVER - R133 - VRMP",2011,2011-07-02,"06:30:00","NA",NA,21.9,8.38,95.7,19.9,FALSE
"510","P150","PRESUMPSCOT RIVER - R166 - VRMP",2011,2011-07-02,"06:34:00","NA",NA,21.3,9.22,104.6,6.3,FALSE
"511","P150","PRESUMPSCOT RIVER - R166 - VRMP",2011,2011-07-02,"06:34:00","D",NA,21.3,9.29,104.2,6.3,FALSE
"512","P160","PRESUMPSCOT RIVER - R195 - VRMP",2011,2011-07-02,"05:50:00","NA",NA,21.3,9.59,109.6,4.1,FALSE
"513","P160","PRESUMPSCOT RIVER - R195 - VRMP",2011,2011-07-02,"06:09:00","NA",NA,24.7,7.2,86.4,NA,FALSE
"514","P170","PRESUMPSCOT RIVER - R202 - VRMP",2011,2011-07-02,"05:35:00","NA",NA,21.3,9.75,111.3,1,FALSE
"515","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2011,2011-07-02,"06:45:00","NA",NA,NA,5.8,NA,238.2,FALSE
"516","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2011,2011-07-02,"07:00:00","NA",NA,NA,7.1,NA,63.3,FALSE
"517","PL010","PLEASANT RIVER - RPL06 - VRMP",2011,2011-07-02,"06:10:00","NA",NA,20.2,7.66,86.4,41.3,FALSE
"518","BB010","BAKER BROOK - RPLBK17 - VRMP",2011,2011-07-16,"06:50:00","NA",NA,15,5.9,58.51,NA,FALSE
"519","BL010","BLACK BROOK- RBK05 -VRMP",2011,2011-07-16,"07:15:00","NA",NA,14,6,58.22,NA,FALSE
"520","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2011,2011-07-16,"08:20:00","NA",NA,NA,4.4,NA,NA,FALSE
"521","CW020","COLLEY WRIGHT BROOK - RCW28 - VRMP",2011,2011-07-16,"07:15:00","NA",NA,NA,5.2,NA,NA,FALSE
"522","DB010","DITCH BROOK - RPL00 - VRMP",2011,2011-07-16,"05:43:00","NA",NA,NA,6.4,NA,NA,FALSE
"523","DG010","DOUGLAS BROOK - RLTNBDG20 - VRMP",2011,2011-07-16,"07:00:00","NA",NA,NA,5,NA,NA,FALSE
"524","IN010","INKHORN BROOK - RIK05 - VRMP",2011,2011-07-16,"08:05:00","NA",NA,NA,3.2,NA,NA,FALSE
"525","L010","LITTLE RIVER - RLT08 - VRMP",2011,2011-07-16,"07:15:00","NA",NA,NA,5.4,NA,NA,FALSE
"526","L020","LITTLE RIVER - RLT15 - VRMP",2011,2011-07-16,"07:25:00","NA",NA,NA,6.4,NA,NA,FALSE
"527","L050","LITTLE RIVER-RLT89-VRMP",2011,2011-07-16,"06:40:00","NA",NA,19,6.62,70.2,NA,FALSE
"528","M010","MILL BROOK - RML01 - VRMP",2011,2011-07-16,"06:40:00","NA",NA,18.5,7.65,81.7,NA,FALSE
"529","M030","MILL BROOK - RML63 - VRMP",2011,2011-07-16,"06:50:00","NA",NA,NA,6.4,NA,NA,FALSE
"530","N010","NASON BROOK - RNS11 - VRMP",2011,2011-07-16,"06:14:00","NA",NA,NA,6.2,NA,NA,FALSE
"531","OB010","OTTER BROOK - ROT06 - VRMP",2011,2011-07-16,"05:15:00","NA",NA,NA,2.2,NA,NA,FALSE
"532","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-07-16,"06:10:00","NA",NA,NA,NA,NA,NA,FALSE
"533","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-07-16,"06:10:00","NA",0,24.4,7.21,83.6,NA,FALSE
"534","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-07-16,"06:10:00","NA",1,24.4,7.19,85.3,NA,FALSE
"535","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-07-16,"06:10:00","NA",2,24.4,6.85,84.6,NA,FALSE
"536","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-07-16,"06:10:00","NA",3,24.6,6.98,81,NA,FALSE
"537","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-07-16,"06:25:00","NA",NA,NA,NA,NA,NA,FALSE
"538","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-07-16,"06:25:00","NA",0,24.5,7.07,85.6,NA,FALSE
"539","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-07-16,"06:25:00","NA",1,24.6,7.28,87.2,NA,FALSE
"540","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-07-16,"06:25:00","NA",2,24.6,7.1,85.1,NA,FALSE
"541","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-07-16,"06:25:00","NA",3,24.7,7.14,86.5,NA,FALSE
"542","P110","PRESUMPSCOT RIVER - R133 - VRMP",2011,2011-07-16,"06:25:00","NA",NA,25.2,6.89,84.6,NA,FALSE
"543","P135","PRESUMPSCOT RIVER - R157 - VRMP",2011,2011-07-16,"06:28:00","NA",NA,NA,6.4,NA,NA,FALSE
"544","P135","PRESUMPSCOT RIVER - R157 - VRMP",2011,2011-07-16,"06:35:00","NA",NA,NA,5.4,NA,101.9,FALSE
"545","P150","PRESUMPSCOT RIVER - R166 - VRMP",2011,2011-07-16,"07:08:00","NA",NA,24.7,6.99,83.7,NA,FALSE
"546","P170","PRESUMPSCOT RIVER - R202 - VRMP",2011,2011-07-16,"05:52:00","NA",NA,24.9,7.39,88.9,NA,FALSE
"547","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2011,2011-07-16,"07:00:00","NA",NA,NA,4.8,NA,NA,FALSE
"548","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2011,2011-07-16,"07:00:00","D",NA,NA,4.5,NA,NA,FALSE
"549","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2011,2011-07-16,"07:15:00","NA",NA,NA,7.2,NA,NA,FALSE
"550","PL010","PLEASANT RIVER - RPL06 - VRMP",2011,2011-07-16,"06:10:00","NA",NA,22.5,6.78,79.3,NA,FALSE
"551","PL040","PLEASANT RIVER - RPL47 - VRMP",2011,2011-07-16,"05:33:00","NA",NA,NA,5.2,NA,NA,FALSE
"552","BB010","BAKER BROOK - RPLBK17 - VRMP",2011,2011-07-30,"06:00:00","NA",NA,18,3.2,33.8,1986.28,FALSE
"553","BL010","BLACK BROOK- RBK05 -VRMP",2011,2011-07-30,"06:45:00","NA",NA,17,3.6,37.25,2419.6,TRUE
"554","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2011,2011-07-30,"07:50:00","NA",NA,NA,6,NA,1986.28,FALSE
"555","DB010","DITCH BROOK - RPL00 - VRMP",2011,2011-07-30,"05:58:00","NA",NA,NA,6.4,NA,209.8,FALSE
"556","DG010","DOUGLAS BROOK - RLTNBDG20 - VRMP",2011,2011-07-30,"07:15:00","NA",NA,NA,5.2,NA,2419.2,TRUE
"557","IN010","INKHORN BROOK - RIK05 - VRMP",2011,2011-07-30,"07:40:00","NA",NA,NA,4.5,NA,2419.2,TRUE
"558","IN010","INKHORN BROOK - RIK05 - VRMP",2011,2011-07-30,"07:40:00","D",NA,NA,NA,NA,2419.2,TRUE
"559","L010","LITTLE RIVER - RLT08 - VRMP",2011,2011-07-30,"07:30:00","NA",NA,NA,5.6,NA,2419.2,TRUE
"560","L020","LITTLE RIVER - RLT15 - VRMP",2011,2011-07-30,"07:45:00","NA",NA,NA,4.8,NA,NA,FALSE
"561","L050","LITTLE RIVER-RLT89-VRMP",2011,2011-07-30,"06:40:00","NA",NA,18.4,7.81,84.4,2419.2,TRUE
"562","M010","MILL BROOK - RML01 - VRMP",2011,2011-07-30,"07:10:00","NA",NA,19.7,8.85,94.5,2419.2,TRUE
"563","N010","NASON BROOK - RNS11 - VRMP",2011,2011-07-30,"06:20:00","NA",NA,NA,4.4,NA,2419.2,TRUE
"564","OB010","OTTER BROOK - ROT06 - VRMP",2011,2011-07-30,"05:28:00","NA",NA,NA,1.7,NA,2419.17,FALSE
"565","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-07-30,"06:20:00","NA",NA,NA,NA,NA,2419.2,TRUE
"566","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-07-30,"06:20:00","NA",0,23.3,7.91,92.4,NA,FALSE
"567","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-07-30,"06:20:00","NA",1,23.3,7.86,92.8,NA,FALSE
"568","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-07-30,"06:20:00","NA",2,23.3,7.8,91.5,NA,FALSE
"569","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-07-30,"06:20:00","NA",3,23.3,7.94,92,NA,FALSE
"570","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-07-30,"06:45:00","NA",NA,NA,NA,NA,2419.2,TRUE
"571","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-07-30,"06:45:00","NA",0,24.3,8.56,102.8,NA,FALSE
"572","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-07-30,"06:45:00","NA",1,24.2,8.5,103.6,NA,FALSE
"573","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-07-30,"06:45:00","NA",2,24.4,8.47,100.7,NA,FALSE
"574","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-07-30,"06:45:00","NA",3,24.5,8.44,99.5,NA,FALSE
"575","P110","PRESUMPSCOT RIVER - R133 - VRMP",2011,2011-07-30,"06:15:00","NA",NA,24.3,6.83,81.4,770.1,FALSE
"576","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2011,2011-07-30,"06:15:00","NA",NA,NA,6,NA,2419.2,TRUE
"577","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2011,2011-07-30,"06:25:00","NA",NA,NA,7.1,NA,NA,FALSE
"578","PL010","PLEASANT RIVER - RPL06 - VRMP",2011,2011-07-30,"06:05:00","NA",NA,20.9,8.05,90.7,435.2,FALSE
"579","PL040","PLEASANT RIVER - RPL47 - VRMP",2011,2011-07-30,"05:45:00","NA",NA,NA,4.2,NA,2419.6,TRUE
"580","BB010","BAKER BROOK - RPLBK17 - VRMP",2011,2011-08-13,"06:45:00","NA",NA,13,6.4,60.74,35,FALSE
"581","BL010","BLACK BROOK- RBK05 -VRMP",2011,2011-08-13,"07:05:00","NA",NA,14,6.9,66.95,214.3,FALSE
"582","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2011,2011-08-13,"08:05:00","NA",NA,NA,5.4,NA,115.3,FALSE
"583","CW020","COLLEY WRIGHT BROOK - RCW28 - VRMP",2011,2011-08-13,"07:20:00","NA",NA,NA,6,NA,613.1,FALSE
"584","DB010","DITCH BROOK - RPL00 - VRMP",2011,2011-08-13,"06:22:00","NA",NA,NA,5.7,NA,23.8,FALSE
"585","IN010","INKHORN BROOK - RIK05 - VRMP",2011,2011-08-13,"07:50:00","NA",NA,NA,4.3,NA,58.3,FALSE
"586","L050","LITTLE RIVER-RLT89-VRMP",2011,2011-08-13,"06:30:00","NA",NA,17.7,7.61,78.9,107.6,FALSE
"587","M030","MILL BROOK - RML63 - VRMP",2011,2011-08-13,"06:50:00","NA",NA,NA,6.8,NA,18.9,FALSE
"588","N010","NASON BROOK - RNS11 - VRMP",2011,2011-08-13,"06:41:00","NA",NA,NA,6,NA,727,FALSE
"589","OB010","OTTER BROOK - ROT06 - VRMP",2011,2011-08-13,"05:43:00","NA",NA,NA,2.4,NA,88,FALSE
"590","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-08-13,"07:15:00","NA",NA,NA,NA,NA,47.2,FALSE
"591","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-08-13,"07:15:00","NA",0,22.8,7.1,82.1,NA,FALSE
"592","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-08-13,"07:15:00","NA",1,22.9,7,81.6,NA,FALSE
"593","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-08-13,"07:15:00","NA",2,22.9,7.1,82.2,NA,FALSE
"594","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-08-13,"07:45:00","NA",NA,NA,NA,NA,60.1,FALSE
"595","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-08-13,"07:45:00","NA",0,22.8,7.6,88.6,NA,FALSE
"596","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-08-13,"07:45:00","NA",1,22.9,7.5,88,NA,FALSE
"597","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-08-13,"07:45:00","NA",2,22.9,7.5,87.1,NA,FALSE
"598","P110","PRESUMPSCOT RIVER - R133 - VRMP",2011,2011-08-13,"06:10:00","NA",NA,23.3,5.75,70.6,23.1,FALSE
"599","P135","PRESUMPSCOT RIVER - R157 - VRMP",2011,2011-08-13,"07:03:00","NA",NA,NA,5.8,NA,7.4,FALSE
"600","P150","PRESUMPSCOT RIVER - R166 - VRMP",2011,2011-08-13,"06:50:00","NA",NA,23.4,7.32,85.7,5.2,FALSE
"601","P160","PRESUMPSCOT RIVER - R195 - VRMP",2011,2011-08-13,"06:00:00","NA",NA,23.7,7.9,93.4,24.6,FALSE
"602","P170","PRESUMPSCOT RIVER - R202 - VRMP",2011,2011-08-13,"05:43:00","NA",NA,23.8,8.04,94.7,3.1,FALSE
"603","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2011,2011-08-13,"07:20:00","NA",NA,NA,6.9,NA,127.4,FALSE
"604","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2011,2011-08-13,"07:40:00","NA",NA,NA,6.8,NA,54.5,FALSE
"605","PL010","PLEASANT RIVER - RPL06 - VRMP",2011,2011-08-13,"06:00:00","NA",NA,19.6,7.64,82.7,24.3,FALSE
"606","PL040","PLEASANT RIVER - RPL47 - VRMP",2011,2011-08-13,"06:12:00","NA",NA,NA,5.8,NA,198.9,FALSE
"607","BB010","BAKER BROOK - RPLBK17 - VRMP",2011,2011-08-27,"06:55:00","NA",NA,15,5.1,50.58,80.9,FALSE
"608","BL010","BLACK BROOK- RBK05 -VRMP",2011,2011-08-27,"07:20:00","NA",NA,15,6.6,65.45,275.5,FALSE
"609","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2011,2011-08-27,"07:49:00","NA",NA,NA,5.8,NA,93.3,FALSE
"610","DB010","DITCH BROOK - RPL00 - VRMP",2011,2011-08-27,"06:45:00","NA",NA,NA,3.9,NA,51.2,FALSE
"611","DG010","DOUGLAS BROOK - RLTNBDG20 - VRMP",2011,2011-08-27,"07:15:00","NA",NA,NA,5.6,NA,43.2,FALSE
"612","IN010","INKHORN BROOK - RIK05 - VRMP",2011,2011-08-27,"07:37:00","NA",NA,NA,4.7,NA,105,FALSE
"613","L010","LITTLE RIVER - RLT08 - VRMP",2011,2011-08-27,"07:40:00","NA",NA,NA,6.5,NA,165.8,FALSE
"614","L020","LITTLE RIVER - RLT15 - VRMP",2011,2011-08-27,"07:55:00","NA",NA,NA,6.7,NA,116.9,FALSE
"615","L050","LITTLE RIVER-RLT89-VRMP",2011,2011-08-27,"06:40:00","NA",NA,18.8,8.12,85.9,166.4,FALSE
"616","N010","NASON BROOK - RNS11 - VRMP",2011,2011-08-27,"07:05:00","NA",NA,NA,NA,NA,727,FALSE
"617","OB010","OTTER BROOK - ROT06 - VRMP",2011,2011-08-27,"06:21:00","NA",NA,NA,1.8,NA,146.1,FALSE
"618","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-08-27,"07:10:00","NA",NA,NA,NA,NA,51.2,FALSE
"619","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-08-27,"07:10:00","NA",0,22.7,7.36,85,NA,FALSE
"620","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-08-27,"07:10:00","NA",1,22.8,7.2,84.2,NA,FALSE
"621","P020","PRESUMPSCOT RIVER - R24 - VRMP",2011,2011-08-27,"07:10:00","NA",2,22.8,7.23,83.7,NA,FALSE
"622","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-08-27,"07:30:00","NA",NA,NA,NA,NA,49.6,FALSE
"623","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-08-27,"07:30:00","NA",0,22.7,7.63,88.3,NA,FALSE
"624","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-08-27,"07:30:00","NA",1,22.8,7.58,88.1,NA,FALSE
"625","P030","PRESUMPSCOT RIVER - R47 - VRMP",2011,2011-08-27,"07:30:00","NA",2,22.8,7.57,87.8,NA,FALSE
"626","P110","PRESUMPSCOT RIVER - R133 - VRMP",2011,2011-08-27,"06:15:00","NA",NA,23.1,8.47,98.7,29.2,FALSE
"627","P135","PRESUMPSCOT RIVER - R157 - VRMP",2011,2011-08-27,"07:17:00","NA",NA,NA,6,NA,20.3,FALSE
"628","P150","PRESUMPSCOT RIVER - R166 - VRMP",2011,2011-08-27,"07:01:00","NA",NA,23.2,7.21,84.7,4.1,FALSE
"629","P160","PRESUMPSCOT RIVER - R195 - VRMP",2011,2011-08-27,"06:05:00","NA",NA,23.4,7.48,87.8,27.5,FALSE
"630","P170","PRESUMPSCOT RIVER - R202 - VRMP",2011,2011-08-27,"05:47:00","NA",NA,23.6,7.7,90.6,5.2,FALSE
"631","PL010","PLEASANT RIVER - RPL06 - VRMP",2011,2011-08-27,"06:01:00","NA",NA,22.2,8.16,95.5,119.8,FALSE
"632","PL040","PLEASANT RIVER - RPL47 - VRMP",2011,2011-08-27,"06:32:00","NA",NA,NA,NA,NA,218.7,FALSE
"633","BB010","BAKER BROOK - RPLBK17 - VRMP",2012,2012-05-19,"06:53:00","NA",NA,15.2,7.8,77.69,21.3,FALSE
"634","BL010","BLACK BROOK- RBK05 -VRMP",2012,2012-05-19,"07:25:00","NA",NA,11.6,7.6,69.9,8.6,FALSE
"635","CW010","COLLEY WRIGHT BROOK - RCW10 - VRMP",2012,2012-05-19,"06:40:00","NA",NA,12.6,9.44,88.8,30.9,FALSE
"636","DB010","DITCH BROOK - RPL00 - VRMP",2012,2012-05-19,"06:38:00","NA",NA,16.7,NA,97.6,48,FALSE
"637","IN010","INKHORN BROOK - RIK05 - VRMP",2012,2012-05-19,"06:25:00","NA",NA,13,8.22,78.6,65,FALSE
"638","L010","LITTLE RIVER - RLT08 - VRMP",2012,2012-05-19,"06:55:00","NA",NA,13,9.53,90.9,51.2,FALSE
"639","L010","LITTLE RIVER - RLT08 - VRMP",2012,2012-05-19,"06:55:00","D",NA,13,9.57,91.3,41.3,FALSE
"640","L050","LITTLE RIVER-RLT89-VRMP",2012,2012-05-19,"07:15:00","NA",NA,13.5,8.93,85.6,161.6,FALSE
"641","M010","MILL BROOK - RML01 - VRMP",2012,2012-05-19,"07:25:00","NA",NA,14,9.08,88.6,45.7,FALSE
"642","N010","NASON BROOK - RNS11 - VRMP",2012,2012-05-19,"07:09:00","NA",NA,11,NA,94.2,365.4,FALSE
"643","OB010","OTTER BROOK - ROT06 - VRMP",2012,2012-05-19,"05:57:00","NA",NA,13.8,NA,30.2,26.2,FALSE
"644","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-05-19,"06:45:00","NA",NA,NA,NA,NA,71.7,FALSE
"645","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-05-19,"06:45:00","NA",0,15.9,8.86,89.9,NA,FALSE
"646","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-05-19,"06:45:00","NA",1,15.9,8.91,89.9,NA,FALSE
"647","P020","PRESUMPSCOT RIVER - R24 - VRMP",2012,2012-05-19,"06:45:00","NA",2,15.9,8.93,89.2,NA,FALSE
"648","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-05-19,"07:15:00","NA",NA,NA,NA,NA,45.7,FALSE
"649","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-05-19,"07:15:00","NA",0,15.9,9.12,92.6,NA,FALSE
"650","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-05-19,"07:15:00","NA",1,15.9,9.06,91.8,NA,FALSE
"651","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-05-19,"07:15:00","NA",2,16,9,92.5,NA,FALSE
"652","P030","PRESUMPSCOT RIVER - R47 - VRMP",2012,2012-05-19,"07:15:00","NA",3,16,9.02,92.4,NA,FALSE
"653","P110","PRESUMPSCOT RIVER - R133 - VRMP",2012,2012-05-19,"06:50:00","NA",NA,16.3,9.32,94.8,35.4,FALSE
"654","P135","PRESUMPSCOT RIVER - R157 - VRMP",2012,2012-05-19,"07:25:00","NA",NA,16.6,NA,93.3,38.8,FALSE
"655","P150","PRESUMPSCOT RIVER - R166 - VRMP",2012,2012-05-19,"07:24:00","NA",NA,15.2,NA,84.5,4.1,FALSE
"656","P160","PRESUMPSCOT RIVER - R195 - VRMP",2012,2012-05-19,"07:00:00","NA",NA,15.5,8.8,88.2,6.3,FALSE
"657","P170","PRESUMPSCOT RIVER - R202 - VRMP",2012,2012-05-19,"06:34:00","NA",NA,15.9,9.14,91.9,3.1,FALSE
"658","PI010","EAST BRANCH PISCATAQUA RIVER - RPSEB05 - VRMP",2012,2012-05-19,"06:55:00","NA",NA,13.3,9.57,91.8,151.5,FALSE
"659","PI020","PISCATAQUA RIVER - RPS12 - VRMP",2012,2012-05-19,"07:15:00","NA",NA,13,10.38,98.5,43.2,FALSE
